rent,sqft,fitness_center,air_conditioning,in_unit_washer_dryer,laundry_facilities,roof,concierge,pool,elevator,garage,latitude,longitude,dishwasher,dist_transit,dist_wall_street,pets_allowed,beds_times_baths
3499.0,1400.0,0,0,0,0,0,0,0,0,0,40.69035,-73.92971,0,0.19383312018858942,4.382530868174066,1,4.5
3299.0,1300.0,0,1,1,0,0,0,0,0,0,40.6946,-73.92326,0,0.2709954776195358,4.641993516567263,1,3.0
3300.0,700.0,0,1,1,0,0,0,0,1,0,40.71461,-73.96429,1,0.40654626992161724,2.449299485974505,0,1.0
2650.0,705.0,0,1,0,0,0,0,0,0,0,40.69275,-73.9234,1,0.18106326669154257,4.661582251857452,0,1.0
2695.0,850.0,0,0,0,0,0,0,0,0,0,40.68976,-73.95438,0,0.03568013300023791,3.1754037205712478,1,2.0
2900.0,1000.0,0,0,0,0,0,0,0,0,0,40.68976,-73.95438,0,0.03568013300023791,3.1754037205712478,1,3.0
2299.0,650.0,0,1,0,0,0,0,0,0,0,40.6899,-73.94949,1,0.11157423542007115,3.409105847304781,0,1.0
2300.0,800.0,0,1,0,0,0,0,0,0,0,40.6899,-73.94949,1,0.11157423542007115,3.409105847304781,0,1.0
2500.0,2080.0,1,0,1,0,0,0,0,0,0,40.6498,-73.94623,1,0.17745469470733732,5.220078703895868,0,3.0
2500.0,820.0,0,0,1,0,0,0,0,0,0,40.61784,-73.95773,1,0.09062205478503375,6.792190868400691,0,3.0
6000.0,1600.0,0,1,1,0,0,0,0,0,0,40.6855,-73.95883,0,0.23316383823178688,3.0973176291183746,0,4.5
2995.0,950.0,0,0,0,0,0,0,0,0,0,40.64476,-73.98055,0,0.029656639417859582,4.6198180066639205,0,3.0
2600.0,800.0,0,0,0,0,0,0,0,0,0,40.7145,-73.94253,0,0.0870373414054566,3.573154312271399,1,2.0
2650.0,700.0,0,0,0,0,0,0,0,0,0,40.7145,-73.94253,0,0.0870373414054566,3.573154312271399,1,2.0
2275.0,800.0,0,1,0,0,0,0,0,0,0,40.63435,-73.97812,0,0.07259605062514599,5.341480981882973,1,2.0
2486.0,811.0,1,1,1,1,1,1,0,1,1,40.61882,-73.96065,1,0.07811883936820017,6.669286378576419,1,1.0
4175.0,1123.0,1,1,1,1,1,1,0,1,1,40.61882,-73.96065,1,0.07811883936820017,6.669286378576419,1,9.0
2665.0,811.0,1,1,1,1,1,1,0,1,1,40.61882,-73.96065,1,0.07811883936820017,6.669286378576419,1,1.0
2665.0,671.0,1,1,1,1,1,1,0,1,1,40.61882,-73.96065,1,0.07811883936820017,6.669286378576419,1,1.0
3299.0,1000.0,0,0,0,1,0,0,0,0,0,40.68071,-73.91148,0,0.15625296239955663,5.4968891700133415,1,9.0
2000.0,900.0,0,0,0,0,0,0,0,0,0,40.6025,-73.94744,0,0.502405735692067,7.980078241463441,0,2.0
2599.0,700.0,0,1,1,0,0,0,0,0,1,40.68656,-73.95208,1,0.2222481096424037,3.376458774101944,1,2.0
3600.0,2150.0,0,1,1,0,0,0,0,0,0,40.6765,-73.92621,1,0.2692733933973087,4.899449614355638,0,3.0
4750.0,1400.0,0,0,1,1,0,0,0,0,0,40.703,-73.98186,0,0.2749758252475062,1.5184536971376734,0,4.0
3299.0,950.0,0,0,0,1,0,0,0,0,0,40.69946,-73.92608,0,0.09976752959836559,4.4414819476924645,1,6.0
3299.0,1000.0,0,0,0,1,0,0,0,0,0,40.69946,-73.92608,0,0.09976752959836559,4.4414819476924645,1,6.0
3300.0,1000.0,0,0,0,1,0,0,0,0,0,40.69946,-73.92608,0,0.09976752959836559,4.4414819476924645,1,6.0
2700.0,1000.0,0,1,0,1,0,0,0,0,0,40.68224,-73.91508,0,0.20980878755290722,5.2836654154785,1,3.0
2600.0,1200.0,0,0,0,1,0,0,0,0,0,40.70908,-73.95781,0,0.035847532235006294,2.74388735511534,1,3.0
2074.0,900.0,0,0,0,0,0,0,0,0,0,40.69524,-73.94949,0,0.013552497124557835,3.2936136025892746,1,2.0
1850.0,320.0,0,1,0,1,0,0,0,0,0,40.68236,-73.94694,0,0.18410688301701816,3.747766213708397,0,0.0
1900.0,300.0,0,1,0,1,0,0,0,0,0,40.68236,-73.94694,0,0.18410688301701816,3.747766213708397,0,0.0
2500.0,850.0,0,1,0,1,0,0,0,0,0,40.68236,-73.94694,0,0.18410688301701816,3.747766213708397,0,2.0
2499.0,1000.0,0,1,0,1,0,0,0,0,0,40.6767,-73.9367,0,0.2946980239010592,4.405989933687589,0,2.0
2150.0,900.0,0,0,0,0,0,0,0,0,0,40.58733,-73.98658,0,0.1567479792758092,8.410739000961252,0,4.5
4200.0,1000.0,0,1,0,0,0,0,0,0,0,40.7086,-73.95359,0,0.10105539527046777,2.963952835594179,1,6.0
4000.0,1000.0,0,1,0,0,0,0,0,0,0,40.7086,-73.95359,0,0.10105539527046777,2.963952835594179,1,3.0
2950.0,1000.0,0,0,0,0,0,0,0,0,0,40.67574,-73.90839,0,0.19726259521867248,5.772201774300412,1,6.0
3162.0,521.0,1,1,1,1,1,1,1,1,1,40.68806,-73.97956,1,0.03582498819616867,2.1022194573286326,1,0.0
3019.0,501.0,1,1,1,1,1,1,1,1,1,40.68806,-73.97956,1,0.03582498819616867,2.1022194573286326,1,0.0
3350.0,521.0,1,1,1,1,1,1,1,1,1,40.68806,-73.97956,1,0.03582498819616867,2.1022194573286326,1,0.0
4480.0,710.0,1,1,1,1,1,1,1,1,1,40.68806,-73.97956,1,0.03582498819616867,2.1022194573286326,1,1.0
4293.0,710.0,1,1,1,1,1,1,1,1,1,40.68806,-73.97956,1,0.03582498819616867,2.1022194573286326,1,1.0
6248.0,1025.0,1,1,1,1,1,1,1,1,1,40.68806,-73.97956,1,0.03582498819616867,2.1022194573286326,1,4.0
6296.0,1025.0,1,1,1,1,1,1,1,1,1,40.68806,-73.97956,1,0.03582498819616867,2.1022194573286326,1,4.0
3150.0,501.0,1,1,1,1,1,1,1,1,1,40.68806,-73.97956,1,0.03582498819616867,2.1022194573286326,1,0.0
2971.0,512.0,1,1,1,1,1,1,1,1,1,40.68806,-73.97956,1,0.03582498819616867,2.1022194573286326,1,0.0
2699.0,875.0,0,0,0,0,0,0,0,0,0,40.64488,-73.97161,0,0.3736469541364976,4.790014101822082,1,3.0
3199.0,1000.0,0,0,1,0,0,0,0,0,0,40.69357,-73.93041,0,0.12114844927659135,4.2910301541668145,1,3.0
1600.0,650.0,0,0,0,0,0,0,0,0,0,40.68632,-73.86822,0,0.2971444466462243,7.581714202953725,0,1.0
2849.0,700.0,0,0,0,0,0,0,0,0,0,40.71361,-73.96215,0,0.36720282843825813,2.5474477448470565,1,2.0
2299.0,1000.0,0,0,0,0,0,0,0,0,0,40.67163,-73.88132,0,0.1646958124181681,7.1966588649695895,0,3.0
2799.0,800.0,0,0,1,0,0,0,0,0,0,40.63876,-73.95244,1,0.21083190221345224,5.644920127333025,1,2.0
915.0,1000.0,0,1,0,1,0,0,0,0,0,40.69071,-73.91647,1,0.33154121921798474,5.0472217290851225,0,2.5
4000.0,1100.0,0,1,0,0,0,0,0,0,0,40.69801,-73.9131,0,0.1564485145927822,5.128672657839761,0,4.5
3200.0,900.0,0,1,0,0,0,0,0,0,0,40.69801,-73.9131,0,0.1564485145927822,5.128672657839761,0,3.0
2598.0,800.0,0,1,0,0,0,0,0,0,0,40.69801,-73.9131,0,0.1564485145927822,5.128672657839761,0,2.0
3200.0,900.0,0,1,0,0,0,0,0,0,0,40.69801,-73.9131,0,0.1564485145927822,5.128672657839761,0,3.0
1492.0,101.0,0,1,1,1,1,0,0,0,0,40.68339,-73.96151,1,0.16724387467969798,3.0540801489354115,0,0.0
1599.0,96.0,0,1,1,1,1,0,0,0,0,40.68339,-73.96151,1,0.16724387467969798,3.0540801489354115,0,0.0
2300.0,1050.0,0,0,0,0,0,0,0,0,0,40.63857,-74.01948,0,0.14239495943862854,4.80383715039228,0,2.0
1600.0,800.0,0,0,0,0,0,0,0,0,0,40.60326,-73.98519,0,0.26183909000270694,7.336459069402603,0,1.0
2500.0,950.0,0,0,0,0,0,0,0,0,0,40.58921,-73.97252,0,0.10851896269077575,8.42390709618127,0,2.0
2599.0,700.0,0,1,0,0,0,0,0,0,0,40.68763,-73.95503,0,0.11842385863110687,3.2051307623581327,1,1.0
1900.0,1000.0,0,0,0,0,0,0,0,0,0,40.62859,-73.90483,0,1.1787311540791803,7.770513878831284,0,2.0
3999.0,900.0,0,0,1,0,0,0,0,0,0,40.70952,-73.95545,0,0.14015771924751705,2.868560802795031,1,3.0
1950.0,900.0,0,0,0,1,0,0,0,0,0,40.63114,-74.01448,0,0.30711964729300206,5.297176652881665,0,2.0
