rent,beds,baths,sqft,date_available,date_scraped,fitness_center,air_conditioning,in_unit_washer_dryer,laundry_facilities,car_charging,roof,concierge,pool,elevator,garage,dogs_allowed,cats_allowed,income_restrictions,latitude,longitude,zipcode,dishwasher,price/sqft,dist_seattle,dist_transit,zipcode_cluster_id,neighborhood
2614.0,1,1.0,471.0,2022-09-17,2022-04-10,1,1,1,0,0,1,1,0,1,0,0,0,0,47.66331,-122.31389,98105,1,5.549893842887474,4.2150946889855225,0.06572175434056128,3.0,University District
1550.0,1,1.0,680.0,2022-04-10,2022-04-10,1,0,1,0,0,0,0,0,1,1,1,1,0,47.72775,-122.29477,98125,1,2.2794117647058822,8.753604106426705,0.09927705383107151,4.0,Olympic Hills
1850.0,2,2.0,920.0,2022-04-05,2022-04-01,1,0,1,0,0,0,0,0,1,1,1,1,0,47.72775,-122.29477,98125,1,2.010869565217391,8.753604106426705,0.09927705383107151,4.0,Olympic Hills
1600.0,1,1.0,730.0,2022-04-10,2022-04-10,1,0,1,0,0,0,0,0,1,1,1,1,0,47.72775,-122.29477,98125,1,2.191780821917808,8.753604106426705,0.09927705383107151,4.0,Olympic Hills
1600.0,1,1.0,680.0,2022-04-10,2022-04-10,1,0,1,0,0,0,0,0,1,1,1,1,0,47.72775,-122.29477,98125,1,2.3529411764705883,8.753604106426705,0.09927705383107151,4.0,Olympic Hills
1450.0,0,0.0,600.0,2022-04-10,2022-04-10,1,0,1,0,0,0,0,0,1,1,1,1,0,47.72775,-122.29477,98125,1,2.4166666666666665,8.753604106426705,0.09927705383107151,4.0,Olympic Hills
3292.0,2,2.0,911.0,2022-06-08,2022-04-01,1,1,1,0,0,1,0,0,1,1,1,1,0,47.62492,-122.33061,98109,1,3.6136114160263446,1.4600443368407192,0.17658672465710187,5.0,South Lake Union
2800.0,1,1.0,897.0,2022-06-12,2022-04-10,1,1,1,0,0,1,0,0,1,1,1,1,0,47.62492,-122.33061,98109,1,3.121516164994426,1.4600443368407192,0.17658672465710187,5.0,South Lake Union
1955.0,1,1.0,629.0,2022-04-01,2022-04-01,1,1,1,0,0,1,0,0,1,1,1,1,0,47.62492,-122.33061,98109,1,3.108108108108108,1.4600443368407192,0.17658672465710187,5.0,South Lake Union
1668.0,0,0.0,455.0,2022-04-24,2022-04-01,1,1,1,0,0,1,0,0,1,1,1,1,0,47.62492,-122.33061,98109,1,3.665934065934066,1.4600443368407192,0.17658672465710187,5.0,South Lake Union
2055.0,1,1.0,671.0,2022-04-01,2022-04-01,1,1,1,0,0,1,0,0,1,1,1,1,0,47.62492,-122.33061,98109,1,3.0625931445603576,1.4600443368407192,0.17658672465710187,5.0,South Lake Union
