rent,beds,baths,sqft,fitness_center,air_conditioning,in_unit_washer_dryer,laundry_facilities,car_charging,roof,concierge,pool,garage,income_restrictions,dist_seattle,dist_transit,pets_allowed,zipcode_cluster
7.926241523170962,2,2.0,6.81783057145415,1,0,1,0,0,1,0,0,1,1,0.8522960562228998,0.03913912790285,1,3
7.926241523170962,2,2.0,6.81783057145415,1,0,1,0,0,1,0,0,1,1,0.8522960562228998,0.03913912790285,1,3
7.958227192322312,2,2.0,6.842683282238422,1,0,1,0,0,1,0,0,1,1,0.8522960562228998,0.03913912790285,1,3
8.051659556841953,2,2.0,6.988413181999592,1,0,1,0,0,1,0,0,1,1,0.8522960562228998,0.03913912790285,1,3
7.307202314764738,0,0.0,6.192362489474872,1,1,1,0,0,0,1,0,1,0,1.16191340445311,0.0999453542802804,1,3
7.338238150065589,0,0.0,6.282266746896006,1,1,1,0,0,0,1,0,1,0,1.16191340445311,0.0999453542802804,1,3
7.380879035564116,0,0.0,6.373319789577012,1,1,1,0,0,0,1,0,1,0,1.16191340445311,0.0999453542802804,1,3
7.450079569807499,0,0.0,6.373319789577012,1,1,1,0,0,0,1,0,1,0,1.16191340445311,0.0999453542802804,1,3
7.569927655242652,0,0.0,6.373319789577012,1,1,1,0,0,0,1,0,1,0,1.16191340445311,0.0999453542802804,1,3
7.422971251049421,0,0.0,6.35088571671474,1,1,1,0,0,0,1,0,1,0,1.16191340445311,0.0999453542802804,1,3
7.532088143541722,0,0.0,6.35088571671474,1,1,1,0,0,0,1,0,1,0,1.16191340445311,0.0999453542802804,1,3
7.427144133408616,0,0.0,6.423246963533519,1,1,1,0,0,0,1,0,1,0,1.16191340445311,0.0999453542802804,1,3
7.506591780070841,0,0.0,6.52649485957079,1,1,1,0,0,0,1,0,1,0,1.16191340445311,0.0999453542802804,1,3
7.546446273746024,0,0.0,6.52649485957079,1,1,1,0,0,0,1,0,1,0,1.16191340445311,0.0999453542802804,1,3
7.498869733976931,0,0.0,6.52649485957079,1,1,1,0,0,0,1,0,1,0,1.16191340445311,0.0999453542802804,1,3
7.437206366871292,0,0.0,6.230481447578482,1,1,1,0,0,0,1,0,1,0,1.16191340445311,0.0999453542802804,1,3
7.47477218239787,1,1.0,6.411818267709897,1,1,1,0,0,0,1,0,1,0,1.16191340445311,0.0999453542802804,1,3
7.970394907191429,1,1.0,6.943122422819428,1,1,1,0,0,0,1,0,1,0,1.16191340445311,0.0999453542802804,1,3
7.646831391430482,1,1.0,6.476972362889683,1,1,1,0,0,0,1,0,1,0,1.16191340445311,0.0999453542802804,1,3
7.937374696163295,1,1.0,6.975413927455952,1,1,1,0,0,0,1,0,1,0,1.16191340445311,0.0999453542802804,1,3
7.931284761525891,2,2.0,7.028201432058005,1,1,1,0,0,0,1,0,1,0,1.16191340445311,0.0999453542802804,1,3
8.033334015880062,2,2.0,7.025538314638521,1,1,1,0,0,0,1,0,1,0,1.16191340445311,0.0999453542802804,1,3
8.040768994367578,2,2.0,7.025538314638521,1,1,1,0,0,0,1,0,1,0,1.16191340445311,0.0999453542802804,1,3
8.071843149609158,2,2.0,7.1693500166706,1,1,1,0,0,0,1,0,1,0,1.16191340445311,0.0999453542802804,1,3
8.179199798423086,2,2.0,7.1693500166706,1,1,1,0,0,0,1,0,1,0,1.16191340445311,0.0999453542802804,1,3
8.12740456269308,2,2.0,6.9975959829819265,1,1,1,0,0,0,1,0,1,0,1.16191340445311,0.0999453542802804,1,3
8.345455428161928,3,3.0,7.260522598089852,1,1,1,0,0,0,1,0,1,0,1.16191340445311,0.0999453542802804,1,3
8.356554845453426,3,3.0,7.260522598089852,1,1,1,0,0,0,1,0,1,0,1.16191340445311,0.0999453542802804,1,3
8.242493153187626,3,3.0,7.240649694255466,1,1,1,0,0,0,1,0,1,0,1.16191340445311,0.0999453542802804,1,3
7.498869733976931,2,2.0,6.745236349484363,0,0,0,1,0,0,0,0,1,0,8.29997700349836,0.0783351923858464,1,6
7.919356190660617,4,2.0,7.414572881350589,0,0,0,0,0,0,0,0,0,0,4.459409308815402,0.0862089675247785,1,0
7.325807502595773,0,0.0,6.003887067106539,1,0,1,0,1,1,0,0,1,1,3.329171636421445,0.0753398511748704,1,4
7.620214770574455,1,1.0,6.634633357861686,1,0,1,0,1,1,0,0,1,1,3.329171636421445,0.0753398511748704,1,4
7.6251071482389,1,1.0,6.634633357861686,1,0,1,0,1,1,0,0,1,1,3.329171636421445,0.0753398511748704,1,4
7.615298339825815,1,1.0,6.63200177739563,1,0,1,0,1,1,0,0,1,1,3.329171636421445,0.0753398511748704,1,4
7.7488913372555315,2,2.0,6.7357800142423265,1,0,1,0,1,1,0,0,1,1,3.329171636421445,0.0753398511748704,1,4
7.7702232041587855,2,2.0,6.7357800142423265,1,0,1,0,1,1,0,0,1,1,3.329171636421445,0.0753398511748704,1,4
7.362010551259734,1,1.0,6.476972362889683,0,0,0,1,0,0,0,0,0,0,2.275082507171432,0.0546900445724806,0,3
7.614312146452,1,1.0,6.391917113392602,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.526717561352706,1,1.0,6.403574197934815,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.534762657037537,1,1.0,6.352629396319567,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.5766097669730375,1,1.0,6.352629396319567,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.596894438144544,1,1.0,6.352629396319567,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.5766097669730375,1,1.0,6.363028103540465,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.584264818389059,1,1.0,6.354370040797351,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.594381242551817,1,1.0,6.354370040797351,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.594381242551817,1,1.0,6.342121418721152,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.594381242551817,1,1.0,6.3473892096560105,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.599401333415815,1,1.0,6.3473892096560105,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.692113339595466,1,1.0,6.484635235635252,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.703459047867175,1,1.0,6.511745329644728,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.70796153183549,1,1.0,6.511745329644728,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.732369222284388,1,1.0,6.511745329644728,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.736743682453495,1,1.0,6.456769655572163,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.741099090035366,1,1.0,6.456769655572163,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.725771441587952,1,1.0,6.511745329644728,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.743269700829004,1,1.0,6.444131256700441,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.75190533307861,1,1.0,6.444131256700441,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.730174795246222,1,1.0,6.444131256700441,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.734558844354756,1,1.0,6.519147287940395,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.741099090035366,1,1.0,6.519147287940395,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.741099090035366,1,1.0,6.519147287940395,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.734558844354756,1,1.0,6.519147287940395,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.734558844354756,1,1.0,6.523562306149512,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.741099090035366,1,1.0,6.519147287940395,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.764720544771477,1,1.0,6.598509028614515,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.768956044538332,1,1.0,6.576469569048224,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.773173680482536,1,1.0,6.576469569048224,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.779466967458324,1,1.0,6.660575149839686,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.793999089503996,1,1.0,6.660575149839686,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.785720896534624,1,1.0,6.659293919683638,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.91644286012226,1,1.0,6.665683717782408,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.920083199053234,1,1.0,6.665683717782408,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.927324360309794,1,1.0,6.665683717782408,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.698936199813447,1,1.0,6.364750756851911,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.721348612617949,1,1.0,6.395261598115449,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
8.178919332848396,2,2.0,6.925595197110468,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
8.178919332848396,2,2.0,6.925595197110468,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
8.181720455128108,2,2.0,6.925595197110468,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
8.177515823846075,2,2.0,6.913737350659685,1,0,0,0,0,1,0,0,0,0,6.094712446394809,0.0491319211040968,1,1
7.362010551259734,0,0.0,5.948034989180646,1,0,1,0,0,0,0,0,1,0,1.8255490802248109,0.0545217391253226,1,3
7.68937110752969,1,1.0,6.444131256700441,1,0,1,0,0,0,0,0,1,0,1.8255490802248109,0.0545217391253226,1,3
7.762170607138205,1,1.0,6.643789733147672,1,0,1,0,0,0,0,0,1,0,1.8255490802248109,0.0545217391253226,1,3
7.813995675002791,1,1.0,6.664409020350408,1,0,1,0,0,0,0,0,1,0,1.8255490802248109,0.0545217391253226,1,3
7.851661177889265,1,1.0,6.740519359606223,1,0,1,0,0,0,0,0,1,0,1.8255490802248109,0.0545217391253226,1,3
7.509335266016592,1,1.0,6.29156913955832,1,0,1,0,0,0,0,0,1,0,1.8255490802248109,0.0545217391253226,1,3
7.661527081358517,1,1.0,6.340359303727752,1,0,1,0,0,0,0,0,1,0,1.8255490802248109,0.0545217391253226,1,3
7.6984827878809465,1,1.0,6.56244409369372,1,0,1,0,0,0,0,0,1,0,1.8255490802248109,0.0545217391253226,1,3
7.637716432664798,1,1.0,6.660575149839686,1,0,1,0,0,0,0,0,1,0,1.8255490802248109,0.0545217391253226,1,3
7.578145472419466,1,1.0,6.403574197934815,1,0,1,0,0,0,0,0,1,0,1.8255490802248109,0.0545217391253226,1,3
7.826044013518965,2,2.0,6.705639094860003,1,0,1,0,0,0,0,0,1,0,1.8255490802248109,0.0545217391253226,1,3
8.214735833382303,3,4.0,7.286191714702382,0,0,0,0,0,0,0,0,0,0,5.134176677277536,0.2065347416174872,0,1
7.43543801981455,1,1.0,6.1092475827643655,0,1,1,0,0,1,0,0,0,0,1.349478173866853,0.2464804176771045,1,3
7.899153483343097,1,1.0,6.421622267806518,0,1,1,0,0,1,0,0,0,0,1.349478173866853,0.2464804176771045,1,3
7.75491027202143,0,1.0,6.194405391104672,1,1,1,0,1,1,0,0,1,0,1.698494625194713,0.0251147729777452,1,3
7.9102237070973445,1,1.0,6.448889394146858,1,1,1,0,1,1,0,0,1,0,1.698494625194713,0.0251147729777452,1,3
7.609862200913554,1,1.0,6.270988431858299,1,1,1,0,1,1,0,0,1,0,1.698494625194713,0.0251147729777452,1,3
8.241966560231802,2,2.0,6.954638864880987,1,1,1,0,1,1,0,0,1,0,1.698494625194713,0.0251147729777452,1,3
7.75491027202143,0,1.0,6.194405391104672,1,1,1,0,1,1,0,0,1,0,1.698494625194713,0.0251147729777452,1,3
7.9102237070973445,1,1.0,6.448889394146858,1,1,1,0,1,1,0,0,1,0,1.698494625194713,0.0251147729777452,1,3
7.609862200913554,1,1.0,6.270988431858299,1,1,1,0,1,1,0,0,1,0,1.698494625194713,0.0251147729777452,1,3
8.241966560231802,2,2.0,6.954638864880987,1,1,1,0,1,1,0,0,1,0,1.698494625194713,0.0251147729777452,1,3
7.418780882750794,1,1.0,6.284134161070802,0,0,1,0,1,1,1,0,1,0,0.4391359048683561,0.0169014521634576,1,3
7.471363088187097,1,1.0,6.284134161070802,0,0,1,0,1,1,1,0,1,0,0.4391359048683561,0.0169014521634576,1,3
7.454141078146678,1,1.0,6.284134161070802,0,0,1,0,1,1,1,0,1,0,0.4391359048683561,0.0169014521634576,1,3
7.478734825567875,1,1.0,6.284134161070802,0,0,1,0,1,1,1,0,1,0,0.4391359048683561,0.0169014521634576,1,3
7.650644551436897,1,1.0,6.448889394146858,1,1,1,0,0,1,1,0,1,0,3.5887224305590943,0.0504931965148035,1,4
7.6783263565068856,1,1.0,6.51025834052315,1,1,1,0,0,1,1,0,1,0,3.5887224305590943,0.0504931965148035,1,4
7.6984827878809465,1,1.0,6.349138991379798,1,1,1,0,0,1,1,0,1,0,3.5887224305590943,0.0504931965148035,1,4
7.631916513071252,1,1.0,6.507277712385012,1,1,1,0,0,1,1,0,1,0,3.5887224305590943,0.0504931965148035,1,4
7.687538766201629,1,1.0,6.448889394146858,1,1,1,0,0,1,1,0,1,1,3.5887224305590943,0.0504931965148035,1,4
7.650644551436897,1,1.0,6.448889394146858,1,1,1,0,0,1,1,0,1,0,3.5887224305590943,0.0504931965148035,1,4
7.6783263565068856,1,1.0,6.51025834052315,1,1,1,0,0,1,1,0,1,0,3.5887224305590943,0.0504931965148035,1,4
7.6984827878809465,1,1.0,6.349138991379798,1,1,1,0,0,1,1,0,1,0,3.5887224305590943,0.0504931965148035,1,4
7.631916513071252,1,1.0,6.507277712385012,1,1,1,0,0,1,1,0,1,0,3.5887224305590943,0.0504931965148035,1,4
7.687538766201629,1,1.0,6.448889394146858,1,1,1,0,0,1,1,0,1,1,3.5887224305590943,0.0504931965148035,1,4
7.937374696163295,4,2.0,7.114769448366463,0,0,0,0,0,0,0,0,0,0,8.922144778016799,0.0539860630630881,1,0
7.408530566894626,0,0.0,5.998936561946683,1,0,1,0,0,1,0,0,1,0,3.675635317023846,0.072023013894844,1,4
7.803843303538772,1,1.0,6.62273632394984,1,0,1,0,0,1,0,0,1,0,3.675635317023846,0.072023013894844,1,4
7.633853559681768,1,1.0,6.56244409369372,1,0,1,0,0,1,0,0,1,0,3.675635317023846,0.072023013894844,1,4
7.429520842786462,1,1.0,6.263398262591624,1,0,1,0,0,1,0,0,1,0,3.675635317023846,0.072023013894844,1,4
7.444248649496705,1,1.0,6.180016653652572,1,0,1,0,0,1,0,0,1,0,3.675635317023846,0.072023013894844,1,4
7.450660796211539,1,1.0,6.20050917404269,1,0,1,0,0,1,0,0,1,0,3.675635317023846,0.072023013894844,1,4
7.495541943884256,2,1.0,6.745236349484363,0,0,0,1,0,0,0,0,0,0,4.4652586943596,0.0212151401730698,0,1
8.070906088787819,2,1.0,7.326465613840322,0,0,0,0,0,0,0,0,1,0,4.733738403212464,0.2160969478315421,0,2
7.5652752818989315,1,1.0,6.3818160174060985,1,1,1,0,0,1,1,0,1,0,0.589628930300436,0.0388399902850445,1,3
7.585788821732034,1,1.0,6.410174881966167,1,1,1,0,0,1,1,0,1,0,0.589628930300436,0.0388399902850445,1,3
7.5652752818989315,1,1.0,6.327936783729195,1,1,1,0,0,1,1,0,1,0,0.589628930300436,0.0388399902850445,1,3
7.623153068476902,1,1.0,6.327936783729195,1,1,1,0,0,1,1,0,1,0,0.589628930300436,0.0388399902850445,1,3
7.6255950721324535,1,1.0,6.186208623900494,1,1,1,0,0,1,1,0,1,0,0.589628930300436,0.0388399902850445,1,3
7.570443252057374,1,1.0,6.440946540632921,1,1,1,0,0,1,1,0,1,0,0.589628930300436,0.0388399902850445,1,3
7.620705086838262,1,1.0,6.459904454377535,1,1,1,0,0,1,1,0,1,0,0.589628930300436,0.0388399902850445,1,3
7.8156105320351905,1,1.0,6.728628613084702,1,1,1,0,0,1,1,0,1,0,0.589628930300436,0.0388399902850445,1,3
7.8013913202914855,1,1.0,6.728628613084702,1,1,1,0,0,1,1,0,1,0,0.589628930300436,0.0388399902850445,1,3
8.022240916806537,2,2.0,6.955592608396297,1,1,1,0,0,1,1,0,1,0,0.589628930300436,0.0388399902850445,1,3
8.055157731819678,2,2.0,7.047517221357296,1,1,1,0,0,1,1,0,1,0,0.589628930300436,0.0388399902850445,1,3
7.902117546276448,2,2.0,6.710523109452428,1,1,1,0,0,1,1,0,1,0,0.589628930300436,0.0388399902850445,1,3
8.157657015196472,2,2.0,6.9985096422506015,1,1,1,0,0,1,1,0,1,0,0.589628930300436,0.0388399902850445,1,3
7.415776975415394,0,1.0,5.963579343618446,0,1,1,0,0,1,0,1,0,0,4.55824509720175,0.0222277873307407,1,2
7.414572881350589,0,1.0,5.991464547107982,0,1,1,0,0,1,0,1,0,0,4.55824509720175,0.0222277873307407,1,2
7.440733707389261,0,1.0,5.8916442118257715,0,1,1,0,0,1,0,1,0,0,4.55824509720175,0.0222277873307407,1,2
7.427144133408616,0,1.0,5.8664680569332965,0,1,1,0,0,1,0,1,0,0,4.55824509720175,0.0222277873307407,1,2
7.415776975415394,0,1.0,5.963579343618446,0,1,1,0,0,1,0,1,0,0,4.55824509720175,0.0222277873307407,1,2
7.414572881350589,0,1.0,5.991464547107982,0,1,1,0,0,1,0,1,0,0,4.55824509720175,0.0222277873307407,1,2
7.440733707389261,0,1.0,5.8916442118257715,0,1,1,0,0,1,0,1,0,0,4.55824509720175,0.0222277873307407,1,2
7.427144133408616,0,1.0,5.8664680569332965,0,1,1,0,0,1,0,1,0,0,4.55824509720175,0.0222277873307407,1,2
7.718685495198466,3,1.0,6.551080335043404,0,0,0,0,0,0,0,0,0,0,5.982440526623513,0.0316928398392118,0,1
7.1891677384203225,0,1.0,6.139884552226255,0,0,0,0,0,0,0,0,1,0,3.894090810626758,0.0266570832491272,1,2
7.623153068476902,2,1.0,6.396929655216146,0,0,0,0,0,0,0,0,1,0,3.894090810626758,0.0266570832491272,1,2
7.647308832356238,2,1.0,6.396929655216146,0,0,0,0,0,0,0,0,1,0,3.894090810626758,0.0266570832491272,1,2
7.1891677384203225,0,1.0,6.139884552226255,0,0,0,0,0,0,0,0,1,0,3.894090810626758,0.0266570832491272,1,2
7.623153068476902,2,1.0,6.396929655216146,0,0,0,0,0,0,0,0,1,0,3.894090810626758,0.0266570832491272,1,2
7.647308832356238,2,1.0,6.396929655216146,0,0,0,0,0,0,0,0,1,0,3.894090810626758,0.0266570832491272,1,2
7.377133712833954,0,0.0,6.052089168924417,1,0,1,0,0,1,0,0,1,0,0.4964022374503433,0.0726078447927265,1,3
7.383989457978509,1,1.0,6.194405391104672,1,0,1,0,0,1,0,0,1,0,0.4964022374503433,0.0726078447927265,1,3
7.444248649496705,1,1.0,6.194405391104672,1,0,1,0,0,1,0,0,1,0,0.4964022374503433,0.0726078447927265,1,3
7.4949862339505335,1,1.0,6.440946540632921,1,0,1,0,0,1,0,0,1,0,0.4964022374503433,0.0726078447927265,1,3
7.4377951216719325,1,1.0,6.440946540632921,1,0,1,0,0,1,0,0,1,0,0.4964022374503433,0.0726078447927265,1,3
7.4673710669175595,1,1.0,6.440946540632921,1,0,1,0,0,1,0,0,1,0,0.4964022374503433,0.0726078447927265,1,3
7.823645930834952,2,2.0,6.733401891837359,1,0,1,0,0,1,0,0,1,0,0.4964022374503433,0.0726078447927265,1,3
6.9985096422506015,0,0.0,5.41610040220442,0,0,1,0,0,0,0,0,0,0,6.528981558208693,0.2150726187759852,1,1
7.1891677384203225,0,0.0,5.616771097666572,0,0,1,0,0,0,0,0,0,0,6.528981558208693,0.2150726187759852,1,1
7.374629015218945,1,1.0,6.0330862217988015,0,0,1,0,0,1,0,0,1,0,1.5531709346745686,0.0404033157787904,1,3
7.52294091807237,1,1.0,6.261491684321042,0,0,1,0,0,1,0,0,1,0,1.5531709346745686,0.0404033157787904,1,3
7.43543801981455,1,1.0,6.0330862217988015,0,0,1,0,0,1,0,0,1,0,1.5531709346745686,0.0404033157787904,1,3
7.546974117516527,1,1.0,6.331501849893691,0,0,1,0,0,1,0,0,1,0,1.5531709346745686,0.0404033157787904,1,3
7.647308832356238,1,1.0,6.490723534502507,0,0,1,0,0,1,0,0,1,0,1.5531709346745686,0.0404033157787904,1,3
7.673223121121708,1,1.0,6.282266746896006,0,0,1,0,0,1,0,0,1,0,1.5531709346745686,0.0404033157787904,1,3
7.598399329323964,0,0.0,6.246106765481563,0,0,0,0,0,0,0,0,0,0,1.4711563967858583,0.0478227569093258,1,3
7.492760300922379,0,0.0,6.075346031088684,0,0,0,0,0,0,0,0,0,0,1.4711563967858583,0.0478227569093258,1,3
7.695757990554761,0,0.0,6.1903154058531475,0,0,0,0,0,0,0,0,0,0,1.4711563967858583,0.0478227569093258,1,3
7.520234556474628,0,0.0,6.077642243349034,0,0,0,0,0,0,0,0,0,0,1.4711563967858583,0.0478227569093258,1,3
8.433811582477187,3,2.0,7.545918151209323,0,1,0,0,0,0,0,0,0,0,5.276908361116504,0.1054149316105005,1,1
7.226209010100671,1,1.0,6.309918278226516,0,0,0,1,0,0,0,0,0,0,4.558388829811744,0.0743133471785431,1,1
7.937374696163295,2,2.0,6.61338421837956,0,0,1,0,0,0,0,0,1,0,1.6687218198706515,0.0462728364255192,0,3
7.150701457592526,0,0.0,5.545177444479562,0,0,1,0,0,1,0,0,0,0,1.7387761575379137,0.0669986801125655,1,3
7.150701457592526,0,0.0,5.529429087511423,0,0,1,0,0,1,0,0,0,0,1.7387761575379137,0.0669986801125655,1,3
7.150701457592526,0,0.0,5.5254529391317835,0,0,1,0,0,1,0,0,0,0,1.7387761575379137,0.0669986801125655,1,3
7.170119543449628,0,0.0,5.529429087511423,0,0,1,0,0,1,0,0,0,0,1.7387761575379137,0.0669986801125655,1,3
7.2078598714324755,0,0.0,5.713732805509369,0,0,1,0,0,1,0,0,0,0,1.7387761575379137,0.0669986801125655,1,3
7.24422751560335,0,0.0,5.717027701406222,0,0,1,0,0,1,0,0,0,0,1.7387761575379137,0.0669986801125655,1,3
7.24422751560335,0,0.0,5.717027701406222,0,0,1,0,0,1,0,0,0,0,1.7387761575379137,0.0669986801125655,1,3
7.466799475018602,1,1.0,6.345636360828596,0,0,0,1,0,0,0,0,0,0,0.8158325580140854,0.0198340398489993,0,3
7.133295954896068,0,0.0,5.8998973535824915,0,0,0,1,0,0,0,0,0,0,0.460804116563257,0.0189881664911914,1,3
7.133295954896068,0,0.0,5.8998973535824915,0,0,0,1,0,0,0,0,0,0,0.460804116563257,0.0189881664911914,1,3
7.202661196523238,1,1.0,6.192362489474872,0,0,0,1,0,0,0,0,0,0,0.460804116563257,0.0189881664911914,1,3
7.202661196523238,1,1.0,6.192362489474872,0,0,0,1,0,0,0,0,0,0,0.460804116563257,0.0189881664911914,1,3
7.202661196523238,1,1.0,6.192362489474872,0,0,0,1,0,0,0,0,0,0,0.460804116563257,0.0189881664911914,1,3
7.1308988302963465,0,0.0,5.605802066295998,1,0,0,1,0,0,0,0,0,0,1.4008624898433992,0.1439175835118607,1,3
7.451241684987676,1,1.0,6.536691597591305,1,1,1,0,0,0,0,0,0,0,8.92589231422616,0.0232972210072958,1,6
7.451241684987676,1,1.0,6.536691597591305,1,1,1,0,0,0,0,0,0,0,8.92589231422616,0.0232972210072958,1,6
7.20414929203594,0,0.0,6.09807428216624,0,0,0,1,0,0,1,0,0,0,9.089845595390631,0.0841170995346698,1,6
7.265429723253953,1,1.0,6.063785208687608,0,0,0,1,0,0,1,0,0,0,9.089845595390631,0.0841170995346698,1,6
7.346010209913293,1,1.0,6.340359303727752,0,0,0,1,0,0,1,0,0,0,9.089845595390631,0.0841170995346698,1,6
7.3777589082278725,1,1.0,6.481577129276431,0,0,0,1,0,0,1,0,0,0,9.089845595390631,0.0841170995346698,1,6
7.3777589082278725,1,1.0,6.481577129276431,0,0,0,1,0,0,1,0,0,0,9.089845595390631,0.0841170995346698,1,6
7.3777589082278725,1,1.0,6.481577129276431,0,0,0,1,0,0,1,0,0,0,9.089845595390631,0.0841170995346698,1,6
7.562681246721884,2,2.0,6.835184586147301,0,0,0,1,0,0,1,0,0,0,9.089845595390631,0.0841170995346698,1,6
7.647308832356238,2,1.0,6.579251212010101,0,0,0,0,0,0,0,0,0,0,5.613138806479051,0.2176453568042747,0,0
7.649692623711514,2,1.0,6.620073206530356,0,0,0,0,0,0,0,0,0,0,6.788391508066939,0.0824579733132104,0,1
7.24422751560335,1,1.0,6.787844982309579,0,0,1,0,0,0,0,0,1,1,7.509497781497437,0.0291627712494151,0,6
7.27931883541462,1,1.0,6.617402977974478,0,0,1,0,0,0,0,0,1,1,7.509497781497437,0.0291627712494151,0,6
7.24422751560335,1,1.0,6.787844982309579,0,0,1,0,0,0,0,0,1,1,7.509497781497437,0.0291627712494151,0,6
7.27931883541462,1,1.0,6.617402977974478,0,0,1,0,0,0,0,0,1,1,7.509497781497437,0.0291627712494151,0,6
8.070906088787819,2,2.0,7.170119543449628,0,1,1,0,0,0,0,0,1,0,5.842598434167985,0.0304425086602613,0,1
7.1308988302963465,0,0.0,5.929589143389895,0,0,0,1,0,0,0,1,1,0,0.6523452748519659,0.0685935036390314,1,3
7.24422751560335,0,0.0,5.991464547107982,0,0,0,1,0,0,0,1,1,0,0.6523452748519659,0.0685935036390314,1,3
7.22983877815125,1,1.0,6.137727054086234,0,0,1,0,0,0,0,0,0,0,8.986639785777168,0.0438782473772323,1,6
7.715123603632105,2,2.0,6.810142450115136,0,0,1,0,0,0,0,0,0,0,8.986639785777168,0.0438782473772323,1,6
7.9724660159745655,2,2.0,6.873163834212518,0,1,1,0,0,0,0,0,1,0,2.3176120689475823,0.0257977470466863,0,3
7.4673710669175595,2,1.0,6.774223886357614,0,0,0,1,0,0,0,0,0,0,5.99306462249767,0.052469529970762,1,4
8.170468578330674,2,2.0,7.003065458786462,1,0,1,0,1,1,0,0,0,0,3.8296661957700273,0.0656649654776238,1,0
8.15908865466791,2,2.0,7.037027614686276,1,0,1,0,1,1,0,0,0,0,3.8296661957700273,0.0656649654776238,1,0
8.184513753033722,2,2.0,7.117205503164344,1,0,1,0,1,1,0,0,0,0,3.8296661957700273,0.0656649654776238,1,0
7.693937325509272,1,1.0,6.261491684321042,0,1,1,0,0,1,0,0,0,0,0.8197044357974461,0.079323307460887,1,3
7.738488122494646,1,1.0,6.261491684321042,0,1,1,0,0,1,0,0,0,0,0.8197044357974461,0.079323307460887,1,3
7.781138509845015,1,1.0,6.261491684321042,0,1,1,0,0,1,0,0,0,0,0.8197044357974461,0.079323307460887,1,3
7.782807262839695,1,1.0,6.4425401664681985,0,1,1,0,0,1,0,0,0,0,0.8197044357974461,0.079323307460887,1,3
7.803843303538772,1,1.0,6.525029657843462,0,1,1,0,0,1,0,0,0,0,0.8197044357974461,0.079323307460887,1,3
