rent,beds,baths,sqft,fitness_center,air_conditioning,in_unit_washer_dryer,laundry_facilities,car_charging,roof,concierge,pool,garage,income_restrictions,dist_seattle,dist_transit,pets_allowed,zipcode_cluster
7.370230641807081,0,0.0,6.338594078203183,1,0,1,0,0,1,0,1,0,0,1.2977665434181345,0.1973981833612577,1,3
7.388946097618437,0,0.0,6.3080984415095305,1,0,1,0,0,1,0,1,0,0,1.2977665434181345,0.1973981833612577,1,3
7.395107546562485,0,0.0,6.261491684321042,1,0,1,0,0,1,0,1,0,0,1.2977665434181345,0.1973981833612577,1,3
7.660585461703256,1,1.0,6.688354713946762,1,0,1,0,0,1,0,1,0,0,1.2977665434181345,0.1973981833612577,1,3
7.509335266016592,0,0.0,6.152732694704104,1,0,1,0,0,0,0,0,0,0,0.824451130849513,0.0546334376301642,1,3
7.731930721948486,1,1.0,6.448889394146858,1,0,1,0,0,0,0,0,0,0,0.824451130849513,0.0546334376301642,1,3
7.90100705199242,2,2.0,6.876264611890766,1,0,1,0,0,0,0,0,0,0,0.824451130849513,0.0546334376301642,1,3
7.981049759665957,2,2.0,6.876264611890766,1,0,1,0,0,0,0,0,0,0,0.824451130849513,0.0546334376301642,1,3
7.9355873855892,2,2.0,6.876264611890766,1,0,1,0,0,0,0,0,0,0,0.824451130849513,0.0546334376301642,1,3
8.11522197256233,2,2.0,6.9930151229329605,1,0,1,0,0,0,0,0,0,0,0.824451130849513,0.0546334376301642,1,3
7.536363938404511,0,0.0,6.0014148779611505,1,0,1,0,1,1,1,1,1,0,0.924384338666542,0.058793236802052,1,3
7.557472901614746,0,0.0,6.0014148779611505,1,0,1,0,1,1,1,1,1,0,0.924384338666542,0.058793236802052,1,3
7.668561108015897,0,0.0,6.0014148779611505,1,0,1,0,1,1,1,1,1,0,0.924384338666542,0.058793236802052,1,3
7.628031126930335,0,0.0,6.1675164908883415,1,0,1,0,1,1,1,1,1,0,0.924384338666542,0.058793236802052,1,3
7.647308832356238,0,0.0,6.182084906716632,1,0,1,0,1,1,1,1,1,0,0.924384338666542,0.058793236802052,1,3
7.820037989458753,0,0.0,6.297109319933935,1,0,1,0,1,1,1,1,1,0,0.924384338666542,0.058793236802052,1,3
7.887959336599945,1,1.0,6.674561391814426,1,0,1,0,1,1,1,1,1,0,0.924384338666542,0.058793236802052,1,3
7.932003152361385,1,1.0,6.53813982376767,1,0,1,0,1,1,1,1,1,0,0.924384338666542,0.058793236802052,1,3
8.00469951054955,1,1.0,6.601230118728877,1,0,1,0,1,1,1,1,1,0,0.924384338666542,0.058793236802052,1,3
8.001355025826703,1,1.0,6.601230118728877,1,0,1,0,1,1,1,1,1,0,0.924384338666542,0.058793236802052,1,3
7.986164860332727,1,1.0,6.71174039505618,1,0,1,0,1,1,1,1,1,0,0.924384338666542,0.058793236802052,1,3
8.46168048148598,2,2.0,7.143617602704121,1,0,1,0,1,1,1,1,1,0,0.924384338666542,0.058793236802052,1,3
8.474285690404962,2,2.0,7.143617602704121,1,0,1,0,1,1,1,1,1,0,0.924384338666542,0.058793236802052,1,3
8.448914350662942,2,2.0,7.143617602704121,1,0,1,0,1,1,1,1,1,0,0.924384338666542,0.058793236802052,1,3
8.19836438996762,2,2.0,6.950814768442584,1,0,1,0,1,1,1,1,1,0,0.924384338666542,0.058793236802052,1,3
8.587651655064798,2,2.0,7.4570320891223805,1,0,1,0,1,1,1,1,1,0,0.924384338666542,0.058793236802052,1,3
8.212025804623437,2,2.0,6.954638864880987,1,0,1,0,1,1,1,1,1,0,0.924384338666542,0.058793236802052,1,3
8.209308411646937,2,2.0,6.954638864880987,1,0,1,0,1,1,1,1,1,0,0.924384338666542,0.058793236802052,1,3
8.11969625295725,2,2.0,6.887552571664617,1,0,1,0,1,1,1,1,1,0,0.924384338666542,0.058793236802052,1,3
8.471149252914831,2,2.0,7.19668657083435,1,0,1,0,1,1,1,1,1,0,0.924384338666542,0.058793236802052,1,3
7.1929342212158,0,0.0,5.7899601708972535,0,0,1,0,0,1,0,1,0,0,3.4483100410050462,0.1028856843029123,1,1
7.27931883541462,0,0.0,5.7899601708972535,0,0,1,0,0,1,0,1,0,0,3.4483100410050462,0.1028856843029123,1,1
7.374629015218945,0,0.0,5.8522024797744745,0,0,1,0,0,1,0,1,0,0,3.4483100410050462,0.1028856843029123,1,1
7.4815557019095165,0,0.0,5.8522024797744745,0,0,1,0,0,1,0,1,0,0,3.4483100410050462,0.1028856843029123,1,1
7.4815557019095165,0,0.0,5.855071922202427,0,0,1,0,0,1,0,1,0,0,3.4483100410050462,0.1028856843029123,1,1
7.6004023345004,0,0.0,6.2324480165505225,1,0,0,0,0,1,1,0,1,0,1.3337342143174045,0.0600328213794241,1,3
7.637716432664798,0,0.0,6.20455776256869,1,0,0,0,0,1,1,0,1,0,1.3337342143174045,0.0600328213794241,1,3
7.637716432664798,0,0.0,6.20455776256869,1,0,0,0,0,1,1,0,1,0,1.3337342143174045,0.0600328213794241,1,3
7.782807262839695,1,1.0,6.502790045915623,1,0,0,0,0,1,1,0,1,0,1.3337342143174045,0.0600328213794241,1,3
7.791522819150732,1,1.0,6.461468176353717,1,0,0,0,0,1,1,0,1,0,1.3337342143174045,0.0600328213794241,1,3
7.791522819150732,1,1.0,6.461468176353717,1,0,0,0,0,1,1,0,1,0,1.3337342143174045,0.0600328213794241,1,3
7.83399634170946,1,1.0,6.45833828334479,1,0,0,0,0,1,1,0,1,0,1.3337342143174045,0.0600328213794241,1,3
7.841885928984623,1,1.0,6.502790045915623,1,0,0,0,0,1,1,0,1,0,1.3337342143174045,0.0600328213794241,1,3
7.841885928984623,1,1.0,6.486160788944089,1,0,0,0,0,1,1,0,1,0,1.3337342143174045,0.0600328213794241,1,3
7.944492163932159,1,1.0,6.486160788944089,1,0,0,0,0,1,1,0,1,0,1.3337342143174045,0.0600328213794241,1,3
7.906547232368036,1,1.0,6.4967749901858625,1,0,0,0,0,1,1,0,1,0,1.3337342143174045,0.0600328213794241,1,3
7.9391588179567965,1,1.0,6.4967749901858625,1,0,0,0,0,1,1,0,1,0,1.3337342143174045,0.0600328213794241,1,3
7.946263643580541,1,1.0,6.4967749901858625,1,0,0,0,0,1,1,0,1,0,1.3337342143174045,0.0600328213794241,1,3
7.9102237070973445,1,1.0,6.456769655572163,1,0,0,0,0,1,1,0,1,0,1.3337342143174045,0.0600328213794241,1,3
7.9102237070973445,1,1.0,6.492239835020471,1,0,0,0,0,1,1,0,1,0,1.3337342143174045,0.0600328213794241,1,3
7.9102237070973445,1,1.0,6.492239835020471,1,0,0,0,0,1,1,0,1,0,1.3337342143174045,0.0600328213794241,1,3
7.9211727215870145,1,1.0,6.492239835020471,1,0,0,0,0,1,1,0,1,0,1.3337342143174045,0.0600328213794241,1,3
7.928406026180535,1,1.0,6.257667587882639,1,0,0,0,0,1,1,0,1,0,1.3337342143174045,0.0600328213794241,1,3
7.9355873855892,1,1.0,6.529418838262226,1,0,0,0,0,1,1,0,1,0,1.3337342143174045,0.0600328213794241,1,3
7.942717540573791,1,1.0,6.511745329644728,1,0,0,0,0,1,1,0,1,0,1.3337342143174045,0.0600328213794241,1,3
7.944492163932159,1,1.0,6.450470422144176,1,0,0,0,0,1,1,0,1,0,1.3337342143174045,0.0600328213794241,1,3
7.989560449333865,1,1.0,6.498282149476434,1,0,0,0,0,1,1,0,1,0,1.3337342143174045,0.0600328213794241,1,3
7.996317231796746,1,1.0,6.498282149476434,1,0,0,0,0,1,1,0,1,0,1.3337342143174045,0.0600328213794241,1,3
8.197263371414335,1,1.0,6.582025138892826,1,1,1,0,0,1,0,0,1,0,1.1240478480688494,0.0987846041137844,1,3
8.221478947267192,1,1.0,6.583409222158765,1,1,1,0,0,1,0,0,1,0,1.1240478480688494,0.0987846041137844,1,3
8.426173793029069,2,1.0,6.918695219020472,1,1,1,0,0,1,0,0,1,0,1.1240478480688494,0.0987846041137844,1,3
8.161375023197486,0,1.0,6.214608098422191,1,1,1,0,0,1,0,0,1,0,1.1240478480688494,0.0987846041137844,1,3
8.197263371414335,1,1.0,6.582025138892826,1,1,1,0,0,1,0,0,1,0,1.1240478480688494,0.0987846041137844,1,3
8.221478947267192,1,1.0,6.583409222158765,1,1,1,0,0,1,0,0,1,0,1.1240478480688494,0.0987846041137844,1,3
8.426173793029069,2,1.0,6.918695219020472,1,1,1,0,0,1,0,0,1,0,1.1240478480688494,0.0987846041137844,1,3
8.070906088787819,0,1.0,6.784457062637643,0,0,0,0,0,0,0,0,0,0,4.816321366669466,0.023968725590834,0,2
7.546974117516527,1,1.0,6.551080335043404,0,0,1,0,0,0,0,0,0,0,1.436415740236958,0.1305318082479965,0,3
7.546974117516527,1,1.0,6.551080335043404,0,0,1,0,0,0,0,0,0,0,1.436415740236958,0.1305318082479965,0,3
7.249215057114389,0,0.0,5.572154032177765,0,0,0,1,0,0,0,0,0,0,2.263824237528189,0.0321740458675838,1,3
8.242756345714477,4,2.0,7.590852123688581,0,0,0,0,0,0,0,0,0,0,4.740273033085306,0.2356642086414468,1,1
7.393263094763838,1,1.0,6.253828811575473,0,0,1,0,0,0,0,0,0,0,1.9012400829596376,0.0426663765192797,1,3
7.411556287811163,1,1.0,6.253828811575473,0,0,1,0,0,0,0,0,0,0,1.9012400829596376,0.0426663765192797,1,3
7.380879035564116,0,0.0,5.846438775057725,0,1,1,0,1,1,0,1,1,0,4.696926122828817,0.1471457241743392,1,1
7.355641102974253,0,0.0,5.846438775057725,0,1,1,0,1,1,0,1,1,0,4.696926122828817,0.1471457241743392,1,1
7.546974117516527,1,1.0,6.285998094508865,0,1,1,0,1,1,0,1,1,0,4.696926122828817,0.1471457241743392,1,1
7.5310163320779155,1,1.0,6.285998094508865,0,1,1,0,1,1,0,1,1,0,4.696926122828817,0.1471457241743392,1,1
7.520234556474628,1,1.0,6.285998094508865,0,1,1,0,1,1,0,1,1,0,4.696926122828817,0.1471457241743392,1,1
7.560080465021827,1,1.0,6.272877006546167,0,1,1,0,1,1,0,1,1,0,4.696926122828817,0.1471457241743392,1,1
7.659171367666058,1,1.0,6.359573868672378,0,1,1,0,1,1,0,1,1,0,4.696926122828817,0.1471457241743392,1,1
7.620705086838262,1,1.0,6.380122536899765,0,1,1,0,1,1,0,1,1,0,4.696926122828817,0.1471457241743392,1,1
7.595889917718538,1,1.0,6.380122536899765,0,1,1,0,1,1,0,1,1,0,4.696926122828817,0.1471457241743392,1,1
7.605890001053122,1,1.0,6.380122536899765,0,1,1,0,1,1,0,1,1,0,4.696926122828817,0.1471457241743392,1,1
6.796823718274855,0,1.0,5.298317366548036,1,0,1,0,0,1,0,0,0,0,1.4165233098612,0.2527260176618665,0,3
6.796823718274855,0,1.0,5.298317366548036,1,0,1,0,0,1,0,0,0,0,1.4165233098612,0.2527260176618665,0,3
8.160232492367689,2,2.0,6.982862751468942,0,1,1,0,0,0,0,0,0,0,3.80203499403403,0.0649056077944683,0,1
7.59488438721652,1,1.0,6.230481447578482,0,0,1,0,0,1,0,1,1,0,5.213002369995045,0.0272940102524881,1,1
7.611347717403621,1,1.0,6.298949246855942,0,0,1,0,0,1,0,1,1,0,5.213002369995045,0.0272940102524881,1,1
7.949797216161852,1,1.0,6.7580945044277305,0,0,1,0,0,1,0,1,1,0,5.213002369995045,0.0272940102524881,1,1
7.466799475018602,1,1.0,6.293419278846481,0,0,1,0,0,1,0,1,1,0,5.213002369995045,0.0272940102524881,1,1
7.356279876550748,1,1.0,6.295266001439646,0,0,1,0,0,1,0,1,1,0,5.213002369995045,0.0272940102524881,1,1
7.403061091090091,1,1.0,6.295266001439646,0,0,1,0,0,1,0,1,1,0,5.213002369995045,0.0272940102524881,1,1
7.43543801981455,1,1.0,6.432940092739179,0,0,1,0,0,1,0,1,1,0,5.213002369995045,0.0272940102524881,1,1
7.787796878181171,1,1.0,6.760414691083428,0,0,1,0,0,1,0,1,1,0,5.213002369995045,0.0272940102524881,1,1
8.160518247477505,3,2.5,7.251344983372214,0,0,0,0,0,0,0,0,0,0,5.256790283431066,0.1284788908280241,1,1
7.24422751560335,0,0.0,6.142037405587356,0,1,1,0,0,1,0,0,1,0,3.2594012249358983,0.0906658361463675,1,1
7.458186157340487,0,0.0,6.210600077024653,1,0,1,0,1,1,0,0,1,0,0.8835756937166026,0.1144481064724258,1,3
7.565793282428515,1,1.0,6.376726947898627,1,0,1,0,1,1,0,0,1,0,0.8835756937166026,0.1144481064724258,1,3
7.599401333415815,1,1.0,6.467698726104354,1,0,1,0,1,1,0,0,1,0,0.8835756937166026,0.1144481064724258,1,3
8.101374671228582,2,2.0,6.8966943316227125,1,0,1,0,1,1,0,0,1,0,0.8835756937166026,0.1144481064724258,1,3
7.312553498102598,1,1.0,6.45833828334479,1,0,1,0,0,0,0,1,0,0,6.69325413345032,0.0913639867927328,1,2
7.4377951216719325,2,1.5,6.739336627357174,1,0,1,0,0,0,0,1,0,0,6.69325413345032,0.0913639867927328,1,2
7.312553498102598,1,1.0,6.45833828334479,1,0,1,0,0,0,0,1,0,0,6.69325413345032,0.0913639867927328,1,2
7.4377951216719325,2,1.5,6.739336627357174,1,0,1,0,0,0,0,1,0,0,6.69325413345032,0.0913639867927328,1,2
7.305860032684009,0,1.0,6.163314804034641,0,0,1,0,0,0,0,0,1,0,6.157758658523667,0.0376419990250599,1,1
7.305860032684009,0,1.0,6.163314804034641,0,0,1,0,0,0,0,0,1,0,6.157758658523667,0.0376419990250599,1,1
8.229511118964457,2,2.0,6.956545443151569,0,0,0,0,0,0,0,0,0,0,0.9339396864210566,0.0317594703312544,0,3
7.572502985020384,1,1.0,6.5998704992128365,1,0,1,0,0,0,0,1,0,0,7.52972043765623,0.1036503435743165,1,6
7.585281078639126,1,1.0,6.5998704992128365,1,0,1,0,0,0,0,1,0,0,7.52972043765623,0.1036503435743165,1,6
7.585281078639126,1,1.0,6.5998704992128365,1,0,1,0,0,0,0,1,0,0,7.52972043765623,0.1036503435743165,1,6
7.7458682297922685,2,2.0,6.86171134048073,1,0,1,0,0,0,0,1,0,0,7.52972043765623,0.1036503435743165,1,6
7.752335163302292,2,2.0,6.86171134048073,1,0,1,0,0,0,0,1,0,0,7.52972043765623,0.1036503435743165,1,6
7.7458682297922685,2,2.0,6.86171134048073,1,0,1,0,0,0,0,1,0,0,7.52972043765623,0.1036503435743165,1,6
7.763871287820222,2,2.0,6.912742820493176,1,0,1,0,0,0,0,1,0,0,7.52972043765623,0.1036503435743165,1,6
7.5480289699350145,0,0.0,6.214608098422191,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.586803535162581,0,0.0,6.214608098422191,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.532623618788788,0,0.0,6.214608098422191,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.5745584842024805,0,0.0,6.240275845170769,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.519149957669823,0,0.0,6.3473892096560105,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.457609289715606,0,0.0,6.142037405587356,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.488293515159428,1,1.0,6.354370040797351,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.571473648851271,1,1.0,6.455198563340122,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.584264818389059,1,1.0,6.455198563340122,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.601901959875166,1,1.0,6.429719478039138,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.601901959875166,1,1.0,6.429719478039138,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.614312146452,1,1.0,6.429719478039138,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.664815785285735,1,1.0,6.240275845170769,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.616775808698373,1,1.0,6.240275845170769,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.758760544157663,1,1.0,6.240275845170769,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.645875825184813,1,1.0,6.259581464064923,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.681099001536359,1,1.0,6.259581464064923,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.726212650507529,1,1.0,6.259581464064923,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.7039102096163115,1,1.0,6.4692503167957724,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.721791776817535,1,1.0,6.4692503167957724,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.8351837552667485,1,1.0,6.4692503167957724,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.708410667257367,1,1.0,6.484635235635252,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.763021309018518,1,1.0,6.484635235635252,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.715123603632105,1,1.0,6.484635235635252,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
8.174421152646497,1,1.0,6.78105762593618,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
8.000014093678072,1,1.0,6.78105762593618,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
8.041091003708633,1,1.0,6.78105762593618,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.881182202227102,1,1.0,6.513230110912307,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.788211557847076,1,1.0,6.513230110912307,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.788211557847076,1,1.0,6.513230110912307,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.6093665379542115,1,1.0,6.411818267709897,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.596894438144544,1,1.0,6.411818267709897,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.888334500738654,1,1.0,6.680854678790215,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.888334500738654,1,1.0,6.680854678790215,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.697121317282625,1,1.0,6.530877627725885,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.923348211930154,1,1.0,6.733401891837359,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.589335823170617,1,1.0,6.393590753950631,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
8.067462667010057,2,2.0,6.715383386334681,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
8.222553638396958,2,2.0,6.715383386334681,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
8.051659556841953,2,2.0,6.715383386334681,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
8.181720455128108,2,2.0,6.773080375655535,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
8.181720455128108,2,2.0,6.773080375655535,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
8.202482446576537,2,2.0,6.773080375655535,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
8.170185652879642,2,2.0,6.736966958001855,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
8.247743887225516,2,2.0,6.736966958001855,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
8.170185652879642,2,2.0,6.736966958001855,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
8.150467911624004,2,2.0,6.8966943316227125,1,1,1,0,0,0,1,0,1,0,0.8197485517461742,0.040749752809863,1,3
7.003065458786462,0,0.0,5.1298987149230735,1,1,0,1,0,1,1,0,1,0,4.830720429385861,0.0410142475275613,0,2
7.110696122978827,0,0.0,5.313205979041787,1,1,0,1,0,1,1,0,1,0,4.830720429385861,0.0410142475275613,0,2
7.1891677384203225,0,0.0,5.5053315359323625,1,1,0,1,0,1,1,0,1,0,4.830720429385861,0.0410142475275613,0,2
7.313220387090301,0,0.0,5.713732805509369,1,1,0,1,0,1,1,0,1,0,4.830720429385861,0.0410142475275613,0,2
8.45531778769815,2,2.0,7.045776576879511,0,0,0,0,0,0,0,0,0,0,0.4209826462765727,0.0345758555911343,0,3
7.45298232946546,1,1.0,6.53813982376767,0,0,0,1,0,0,0,0,0,0,5.074007026646768,0.117241140143369,0,1
7.301147805856032,1,1.0,6.617402977974478,1,0,0,1,0,0,0,1,0,0,7.012379405416801,0.153056466515112,0,6
7.301147805856032,1,1.0,6.617402977974478,1,0,0,1,0,0,0,1,0,0,7.012379405416801,0.153056466515112,0,6
7.126890808898808,1,1.0,5.521460917862246,0,0,0,1,0,0,0,1,0,0,3.799864017577325,0.0360468883715713,0,2
7.166265974133638,1,1.0,5.521460917862246,0,0,0,1,0,0,0,1,0,0,3.799864017577325,0.0360468883715713,0,2
