rent,beds,baths,sqft,fitness_center,air_conditioning,in_unit_washer_dryer,laundry_facilities,car_charging,roof,concierge,pool,elevator,garage,dogs_allowed,cats_allowed,income_restrictions,dishwasher,price/sqft,dist_seattle,dist_transit,cluster_id
2103.0,1,1.0,735.0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,2.8612244897959185,3.419914928524158,0.02851037719772423,11
1973.0,1,1.0,618.0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,3.192556634304207,3.419914928524158,0.02851037719772423,11
1735.0,1,1.0,551.0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,3.148820326678766,3.722039125886709,0.056797503733867855,11
1625.0,0,1.0,480.0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,3.3854166666666665,3.722039125886709,0.056797503733867855,11
2212.0,2,2.0,1061.0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,2.0848256361922712,3.722039125886709,0.056797503733867855,11
1735.0,1,1.0,557.0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,3.1149012567324954,3.722039125886709,0.056797503733867855,11
1316.0,0,1.0,480.0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,2.7416666666666667,3.722039125886709,0.056797503733867855,11
1309.0,1,1.0,486.0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,2.6934156378600824,8.379296204356024,0.027450592001132184,17
1309.0,1,1.0,496.0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,2.6391129032258065,8.379296204356024,0.027450592001132184,17
1309.0,1,1.0,547.0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,2.393053016453382,8.379296204356024,0.027450592001132184,17
1309.0,1,1.0,566.0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,2.312720848056537,8.379296204356024,0.027450592001132184,17
1309.0,1,1.0,568.0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,2.3045774647887325,8.379296204356024,0.027450592001132184,17
1562.0,2,1.0,652.0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,2.395705521472393,8.379296204356024,0.027450592001132184,17
2275.0,1,1.0,650.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,3.5,1.055992446960657,0.03021981842769374,23
2250.0,1,1.0,650.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,3.4615384615384617,1.055992446960657,0.03021981842769374,23
1550.0,0,0.0,400.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,3.875,1.055992446960657,0.03021981842769374,23
1950.0,1,1.0,500.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,3.9,1.055992446960657,0.03021981842769374,23
2025.0,1,1.0,500.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,4.05,1.055992446960657,0.03021981842769374,23
1450.0,1,1.0,730.0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1.9863013698630136,4.487578589384772,0.07712718153079771,3
1614.0,0,0.0,966.0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1.670807453416149,0.6773477419516414,0.05513529127104581,5
1883.0,1,1.0,765.0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,2.461437908496732,0.6773477419516414,0.05513529127104581,5
2408.0,2,2.0,914.0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,2.6345733041575494,0.6773477419516414,0.05513529127104581,5
2408.0,2,2.0,914.0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,2.6345733041575494,0.6773477419516414,0.05513529127104581,5
1614.0,0,0.0,601.0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,2.6855241264559067,0.6773477419516414,0.05513529127104581,5
2551.0,2,2.0,1007.0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,2.5332671300893743,0.6773477419516414,0.05513529127104581,5
2408.0,2,2.0,914.0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,2.6345733041575494,0.6773477419516414,0.05513529127104581,5
1438.0,0,0.0,532.0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,2.7030075187969924,0.6773477419516414,0.05513529127104581,5
1883.0,1,1.0,724.0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,2.600828729281768,0.6773477419516414,0.05513529127104581,5
1957.0,1,1.0,799.0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,2.4493116395494368,0.6773477419516414,0.05513529127104581,5
1438.0,0,0.0,533.0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,2.6979362101313322,0.6773477419516414,0.05513529127104581,5
1614.0,0,0.0,593.0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,2.721753794266442,0.6773477419516414,0.05513529127104581,5
3156.0,2,2.0,1280.0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,2.465625,0.6773477419516414,0.05513529127104581,5
2551.0,2,2.0,1007.0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,2.5332671300893743,0.6773477419516414,0.05513529127104581,5
1883.0,1,1.0,663.0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,2.8401206636500755,0.6773477419516414,0.05513529127104581,5
1614.0,0,0.0,593.0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,2.721753794266442,0.6773477419516414,0.05513529127104581,5
1547.5,1,1.0,621.5,0,0,1,0,0,0,0,0,1,1,1,1,0,1,2.48994368463395,8.677479780076462,0.20429568075407217,9
1885.0,2,2.0,889.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,2.1203599550056245,8.677479780076462,0.20429568075407217,9
1837.5,2,1.0,881.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,2.0856980703745744,8.677479780076462,0.20429568075407217,9
1475.0,1,1.0,742.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1.9878706199460916,6.338048092095274,0.1199728702044874,4
1650.0,0,0.0,370.0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,4.45945945945946,4.700009584397758,0.021140150295907642,4
1750.0,0,0.0,350.0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,5.0,4.700009584397758,0.021140150295907642,4
1425.0,1,1.0,650.0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,2.1923076923076925,4.892000436298328,0.08809214266470534,3
1425.0,1,1.0,650.0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,2.1923076923076925,4.892000436298328,0.08809214266470534,3
2109.0,1,1.0,435.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,4.848275862068966,4.283168909062478,0.034255885224842894,2
2595.0,1,1.0,1001.0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,2.5924075924075924,2.1129111192535883,0.10735951356883898,13
2595.0,1,1.0,1121.0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,2.314897413024086,2.1129111192535883,0.10735951356883898,13
1850.0,1,1.0,514.0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,3.5992217898832686,2.1129111192535883,0.10735951356883898,13
1395.0,0,1.0,470.0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,2.9680851063829787,2.1129111192535883,0.10735951356883898,13
3595.0,2,2.0,947.0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,3.796198521647307,2.1129111192535883,0.10735951356883898,13
2195.0,1,1.0,575.0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,3.8173913043478263,2.1129111192535883,0.10735951356883898,13
1595.0,0,1.0,551.0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,2.8947368421052633,2.1129111192535883,0.10735951356883898,13
1425.0,1,1.0,575.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2.4782608695652173,1.0994310682607422,0.1397382037525779,5
2000.0,1,1.0,804.0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,2.487562189054726,8.907415808876657,0.06807761455748776,17
2350.0,2,2.0,821.0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,2.862362971985384,8.907415808876657,0.06807761455748776,17
2250.0,2,2.0,788.0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,2.8553299492385786,8.907415808876657,0.06807761455748776,17
2525.0,2,2.0,881.0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,2.866061293984109,8.907415808876657,0.06807761455748776,17
1495.0,1,1.0,575.0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,2.6,8.907415808876657,0.06807761455748776,17
2345.0,2,2.0,822.0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,2.8527980535279807,8.907415808876657,0.06807761455748776,17
1750.0,1,1.0,575.0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,3.0434782608695654,8.907415808876657,0.06807761455748776,17
1725.0,1,1.0,588.0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,2.933673469387755,8.907415808876657,0.06807761455748776,17
2075.0,2,2.0,717.0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,2.894002789400279,8.907415808876657,0.06807761455748776,17
1930.0,1,1.0,606.0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,3.184818481848185,8.907415808876657,0.06807761455748776,17
2200.0,2,2.0,821.0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,2.679658952496955,8.907415808876657,0.06807761455748776,17
1618.0,1,1.0,590.0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,2.7423728813559323,8.907415808876657,0.06807761455748776,17
1399.0,1,1.0,780.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1.7935897435897437,8.590824122921282,0.06281079979983993,9
1399.0,1,1.0,780.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1.7935897435897437,8.590824122921282,0.06281079979983993,9
1399.0,1,1.0,780.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1.7935897435897437,8.590824122921282,0.06281079979983993,9
1699.0,2,2.0,1050.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1.618095238095238,8.590824122921282,0.06281079979983993,9
1699.0,2,2.0,1050.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1.618095238095238,8.590824122921282,0.06281079979983993,9
1699.0,2,2.0,1050.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1.618095238095238,8.590824122921282,0.06281079979983993,9
1399.0,1,1.0,780.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1.7935897435897437,8.590824122921282,0.06281079979983993,9
1550.0,2,2.0,780.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1.9871794871794872,8.590824122921282,0.06281079979983993,9
1550.0,2,2.0,780.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1.9871794871794872,8.590824122921282,0.06281079979983993,9
1392.0,0,0.0,262.0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,5.312977099236641,2.263824237528189,0.03217404586758382,10
1423.0,0,0.0,254.0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,5.602362204724409,2.263824237528189,0.03217404586758382,10
1407.0,0,0.0,263.0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,5.349809885931559,2.263824237528189,0.03217404586758382,10
1407.0,0,0.0,251.0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,5.605577689243028,2.263824237528189,0.03217404586758382,10
1474.0,0,0.0,242.0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,6.090909090909091,2.263824237528189,0.03217404586758382,10
1395.0,1,1.0,586.0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2.3805460750853245,8.533853961996725,0.011591173618169139,9
1715.0,2,2.0,850.0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2.0176470588235293,8.533853961996725,0.011591173618169139,9
1675.0,0,0.0,631.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,2.654516640253566,1.5415925620622135,0.07890227190969987,6
2275.0,1,1.0,775.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,2.935483870967742,1.5415925620622135,0.07890227190969987,6
1723.0,1,1.0,756.0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,2.2791005291005293,8.392553643304712,0.06694165383791777,17
1499.0,0,0.0,479.0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,3.1294363256784967,8.392553643304712,0.06694165383791777,17
1304.0,0,0.0,480.0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,2.716666666666667,8.392553643304712,0.06694165383791777,17
2899.0,2,2.0,990.0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,2.9282828282828284,8.392553643304712,0.06694165383791777,17
1645.0,1,1.0,760.0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,2.164473684210526,8.730376730182565,0.06642401629065237,17
1905.0,2,1.0,950.0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,2.0052631578947366,8.730376730182565,0.06642401629065237,17
1950.0,0,1.0,500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.9,10.205247979605465,0.15722300391689836,12
2145.0,2,1.0,850.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.523529411764706,10.205247979605465,0.15722300391689836,12
2045.0,1,1.0,717.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.8501742160278747,10.205247979605465,0.15722300391689836,12
2345.0,2,2.0,1000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.345,10.205247979605465,0.15722300391689836,12
1435.0,1,1.0,650.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.207692307692308,10.205247979605465,0.15722300391689836,12
1495.0,0,0.0,395.0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,3.7848101265822787,1.7913626108830902,0.06095675764805968,6
1595.0,1,1.0,452.0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,3.5287610619469025,1.7913626108830902,0.06095675764805968,6
1500.0,0,0.0,479.0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,3.1315240083507305,1.738674635770594,0.025674851307696568,6
1374.0,1,1.0,372.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.693548387096774,0.6195918285310997,0.05399065450875577,5
1334.0,1,1.0,384.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.4739583333333335,0.6195918285310997,0.05399065450875577,5
1354.0,1,1.0,384.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.5260416666666665,0.6195918285310997,0.05399065450875577,5
1410.0,1,1.0,384.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.671875,0.6195918285310997,0.05399065450875577,5
1437.0,1,1.0,384.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.7421875,0.6195918285310997,0.05399065450875577,5
1887.5,1,1.0,710.0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,2.658450704225352,9.009208533312618,0.12717527622210778,17
1990.0,1,1.0,794.0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,2.5062972292191437,9.009208533312618,0.12717527622210778,17
1565.0,1,1.0,700.0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,2.2357142857142858,9.009208533312618,0.12717527622210778,17
1435.0,0,1.0,518.0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,2.77027027027027,9.009208533312618,0.12717527622210778,17
1425.0,1,1.0,569.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,2.5043936731107204,6.986099199953423,0.11992609904541816,17
1750.0,2,2.0,794.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,2.204030226700252,6.986099199953423,0.11992609904541816,17
2299.0,2,2.0,940.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,2.445744680851064,6.157758658523667,0.03764199902505994,19
1489.0,0,1.0,475.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,3.134736842105263,6.157758658523667,0.03764199902505994,19
1859.0,1,1.0,620.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,2.9983870967741937,6.157758658523667,0.03764199902505994,19
1434.0,0,0.0,425.0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,3.3741176470588234,0.8060573735869806,0.04857171342236675,20
1754.0,1,1.0,676.0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,2.594674556213018,0.8060573735869806,0.04857171342236675,20
1499.0,0,0.0,425.0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,3.5270588235294116,0.8060573735869806,0.04857171342236675,20
1454.0,0,0.0,426.0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,3.4131455399061035,0.8060573735869806,0.04857171342236675,20
1494.0,0,0.0,426.0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,3.507042253521127,0.8060573735869806,0.04857171342236675,20
1494.0,0,0.0,425.0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,3.5152941176470587,0.8060573735869806,0.04857171342236675,20
1487.0,0,0.0,425.0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,3.498823529411765,0.8060573735869806,0.04857171342236675,20
1482.5,1,1.0,748.0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1.981951871657754,7.012379405416801,0.15305646651511207,1
1695.0,2,1.0,997.5,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1.699248120300752,7.012379405416801,0.15305646651511207,1
1325.0,1,1.0,650.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2.0384615384615383,7.202947979875649,0.10175408630283579,1
1650.0,0,1.0,678.0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,2.433628318584071,2.0961170555018436,0.02755985593156036,10
2535.0,2,2.0,806.0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,3.1451612903225805,2.0961170555018436,0.02755985593156036,10
1555.5,0,1.0,432.0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,3.6006944444444446,2.0961170555018436,0.02755985593156036,10
1534.0,0,1.0,433.0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,3.5427251732101617,2.0961170555018436,0.02755985593156036,10
1654.0,0,1.0,471.0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,3.5116772823779194,2.0961170555018436,0.02755985593156036,10
1921.0,0,0.0,630.0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,3.049206349206349,0.9889258492942432,0.06334648908381593,20
1941.0,0,0.0,623.0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,3.115569823434992,0.9889258492942432,0.06334648908381593,20
1846.0,0,0.0,623.0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,2.9630818619582664,0.9889258492942432,0.06334648908381593,20
1891.0,0,0.0,623.0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,3.0353130016051364,0.9889258492942432,0.06334648908381593,20
2075.0,1,1.0,665.0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,3.1203007518796992,0.9889258492942432,0.06334648908381593,20
2834.0,2,2.0,953.0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,2.973767051416579,0.9889258492942432,0.06334648908381593,20
1985.0,1,1.0,608.0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,3.2648026315789473,0.9889258492942432,0.06334648908381593,20
1395.0,0,0.0,510.0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,2.735294117647059,0.9889258492942432,0.06334648908381593,20
2025.0,1,1.0,665.0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,3.045112781954887,0.9889258492942432,0.06334648908381593,20
1945.0,1,1.0,583.0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,3.3361921097770155,0.9889258492942432,0.06334648908381593,20
1932.0,1,1.0,707.0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,2.732673267326733,0.9889258492942432,0.06334648908381593,20
1525.0,0,0.0,473.0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,3.2241014799154333,0.9889258492942432,0.06334648908381593,20
2924.0,2,2.0,1025.0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,2.852682926829268,0.9889258492942432,0.06334648908381593,20
1460.0,0,0.0,516.0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,2.8294573643410854,0.9889258492942432,0.06334648908381593,20
1485.0,0,0.0,516.0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,2.877906976744186,0.9889258492942432,0.06334648908381593,20
1595.0,1,1.0,465.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,3.4301075268817205,1.734730171680203,0.08129126171158159,6
1395.0,0,0.0,397.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,3.513853904282116,1.734730171680203,0.08129126171158159,6
1495.0,0,0.0,397.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,3.765743073047859,1.734730171680203,0.08129126171158159,6
1795.0,1,1.0,476.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,3.7710084033613445,1.734730171680203,0.08129126171158159,6
1725.0,1,1.0,465.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,3.7096774193548385,1.734730171680203,0.08129126171158159,6
1705.0,2,2.0,539.5,1,0,1,0,0,1,0,1,1,0,0,0,0,1,3.160333642261353,4.234852246346192,0.06767285033742113,2
1550.0,2,1.0,539.5,1,0,1,0,0,1,0,1,1,0,0,0,0,1,2.873030583873957,4.234852246346192,0.06767285033742113,2
1490.0,2,1.0,539.5,1,0,1,0,0,1,0,1,1,0,0,0,0,1,2.7618164967562557,4.234852246346192,0.06767285033742113,2
1640.0,2,1.0,337.0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,4.8664688427299705,4.234852246346192,0.06767285033742113,2
1630.0,2,2.0,539.5,1,0,1,0,0,1,0,1,1,0,0,0,0,1,3.021316033364226,4.234852246346192,0.06767285033742113,2
1304.0,0,1.0,302.5,1,0,1,0,0,1,0,1,1,0,0,0,0,1,4.310743801652893,4.234852246346192,0.06767285033742113,2
1465.0,0,1.0,302.5,1,0,1,0,0,1,0,1,1,0,0,0,0,1,4.8429752066115705,4.234852246346192,0.06767285033742113,2
1650.0,0,1.0,336.5,1,0,1,0,0,1,0,1,1,0,0,0,0,1,4.903417533432393,4.234852246346192,0.06767285033742113,2
1570.0,0,1.0,313.0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,5.015974440894569,4.234852246346192,0.06767285033742113,2
1765.0,0,1.0,355.0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,4.971830985915493,4.234852246346192,0.06767285033742113,2
1660.0,0,1.0,337.0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,4.925816023738872,4.234852246346192,0.06767285033742113,2
2614.0,1,1.0,471.0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,5.549893842887474,4.2150946889855225,0.06572175434056128,2
2614.0,1,1.0,471.0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,5.549893842887474,4.2150946889855225,0.06572175434056128,2
1550.0,1,1.0,680.0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,2.2794117647058822,8.753604106426705,0.09927705383107151,17
1850.0,2,2.0,920.0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,2.010869565217391,8.753604106426705,0.09927705383107151,17
1600.0,1,1.0,730.0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,2.191780821917808,8.753604106426705,0.09927705383107151,17
1600.0,1,1.0,680.0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,2.3529411764705883,8.753604106426705,0.09927705383107151,17
1450.0,0,0.0,600.0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,2.4166666666666665,8.753604106426705,0.09927705383107151,17
3292.0,2,2.0,911.0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,3.6136114160263446,1.4600443368407192,0.17658672465710187,23
2800.0,1,1.0,897.0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,3.121516164994426,1.4600443368407192,0.17658672465710187,23
1955.0,1,1.0,629.0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,3.108108108108108,1.4600443368407192,0.17658672465710187,23
1668.0,0,0.0,455.0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,3.665934065934066,1.4600443368407192,0.17658672465710187,23
2055.0,1,1.0,671.0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,3.0625931445603576,1.4600443368407192,0.17658672465710187,23
3593.0,2,2.0,1099.0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,3.2693357597816197,1.4600443368407192,0.17658672465710187,23
3485.0,2,2.0,968.0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,3.600206611570248,1.4600443368407192,0.17658672465710187,23
3632.0,2,2.0,1104.0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,3.289855072463768,1.4600443368407192,0.17658672465710187,23
2516.0,1,1.0,819.0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,3.0720390720390722,1.4600443368407192,0.17658672465710187,23
2159.0,1,1.0,591.0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,3.6531302876480543,1.4600443368407192,0.17658672465710187,23
2298.0,1,1.0,688.0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,3.3401162790697674,1.4600443368407192,0.17658672465710187,23
3627.0,2,2.0,1099.0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,3.300272975432211,1.4600443368407192,0.17658672465710187,23
2806.0,1,1.0,926.0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,3.0302375809935205,1.4600443368407192,0.17658672465710187,23
3454.0,2,2.0,968.0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,3.5681818181818183,1.4600443368407192,0.17658672465710187,23
3506.0,2,2.0,971.0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,3.610710607621009,1.4600443368407192,0.17658672465710187,23
2071.0,1,1.0,671.0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,3.0864381520119224,1.4600443368407192,0.17658672465710187,23
3286.0,2,2.0,913.0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,3.5991237677984667,1.4600443368407192,0.17658672465710187,23
3530.0,2,2.0,971.0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,3.635427394438723,1.4600443368407192,0.17658672465710187,23
2298.0,1,1.0,688.0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,3.3401162790697674,1.4600443368407192,0.17658672465710187,23
2796.0,1,1.0,900.0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,3.1066666666666665,1.4600443368407192,0.17658672465710187,23
1956.0,1,1.0,528.0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,3.7045454545454546,1.4600443368407192,0.17658672465710187,23
3530.0,2,2.0,971.0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,3.635427394438723,1.4600443368407192,0.17658672465710187,23
1600.0,1,1.0,653.0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,2.450229709035222,9.089845595390631,0.08411709953466984,17
1430.0,1,1.0,430.0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,3.3255813953488373,9.089845595390631,0.08411709953466984,17
1925.0,2,2.0,930.0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,2.0698924731182795,9.089845595390631,0.08411709953466984,17
1345.0,0,0.0,445.0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,3.0224719101123596,9.089845595390631,0.08411709953466984,17
1600.0,1,1.0,653.0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,2.450229709035222,9.089845595390631,0.08411709953466984,17
1600.0,1,1.0,653.0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,2.450229709035222,9.089845595390631,0.08411709953466984,17
1600.0,1,1.0,653.0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,2.450229709035222,9.089845595390631,0.08411709953466984,17
2000.0,2,2.0,861.0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,2.3228803716608595,3.8997773571798167,0.12465504099914522,8
1950.0,2,2.0,860.0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,2.2674418604651163,3.8997773571798167,0.12465504099914522,8
1500.0,1,1.0,481.0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,3.1185031185031185,3.8997773571798167,0.12465504099914522,8
